Text,Label
poor packaging bad smell no whitening wouldn't recommend harsh on gums ineffective ineffective short effect overpriced poor packaging not for daily use no whitening short 😍,Negative
overpriced poor packaging bad smell strong taste caused irritation ineffective overpriced harsh on gums poor packaging ineffective ineffective harmful to oral health wouldn't recommend bad #BestToothpaste,Negative
harmful to oral health short effect wouldn't recommend bad smell harsh on gums ineffective strong taste caused irritation poor packaging caused irritation overpriced wouldn't recommend #DentalHealth,Negative
ineffective not for daily use strong taste wouldn't recommend short effect short effect not for daily use bad smell overpriced no whitening no whitening wouldn't 🌟,Negative
wouldn't recommend overpriced harsh on gingiva strong taste ineffective short effect harsh on gingiva poor packaging strong taste ineffective harmful to oral health overpriced overpriced #OralCare,Negative
poor packaging harmful to oral health caused irritation harsh on gums short effect harmful to oral health ineffective short effect caused irritation harsh on gums 🌱,Positive
short effect not for daily use harmful to oral health overpriced harsh on gums overpriced strong taste overpriced wouldn't recommend poor packaging harsh on gums 👎,Negative
ineffective caused irritation no whitening harsh on gums overpriced harsh on gums no whitening poor packaging poor packaging short effect wouldn't recommend harmful to oral #Disappointed,Negative
no whitening harmful to oral health overpriced short effect caused irritation caused irritation harsh on gums strong taste no whitening bad smell short effect not 🌟,Negative
harmful to oral health no whitening not for daily use poor packaging bad smell ineffective wouldn't recommend no whitening no whitening not for daily use 🌱,Negative
not for daily use short effect bad smell ineffective caused irritation wouldn't recommend ineffective poor packaging bad smell short effect ineffective harmful to oral health 😁,Negative
bad smell overpriced ineffective no whitening harmful to oral health overpriced harsh on gums poor packaging no whitening caused irritation harsh on gums harmful to #Disappointed,Negative
harsh on gums poor packaging wouldn't recommend overpriced strong taste ineffective overpriced harmful to oral health strong taste poor packaging harsh on gums no whitening 👍,Negative
overpriced wouldn't recommend bad smell poor packaging not for daily use strong taste not for daily use short effect bad smell harsh on gums harsh #Sustainable,Negative
Review text missing for entry 979 Review text missing for entry 979 Review text missing for entry 979 Review text missing for entry 979 Review 🌟,Negative
poor packaging not for daily use strong taste wouldn't recommend ineffective overpriced wouldn't recommend no whitening wouldn't recommend wouldn't recommend ineffective not for daily use 🦷,Negative
not for daily use bad smell harmful to oral health harsh on gums no whitening no whitening harsh on gums poor packaging not for daily #TeethWhitening,Negative
overpriced not for daily use bad smell caused irritation harsh on gums short effect harmful to oral health caused irritation poor packaging no whitening short 😁,Negative
wouldn't recommend harsh on gums overpriced poor packaging harmful to oral health poor packaging strong taste caused irritation strong taste harsh on gums ineffective strong 😁,Negative
caused irritation wouldn't recommend bad smell strong taste ineffective strong taste not for daily use bad smell bad smell strong taste poor packaging wouldn't recommend #TeethWhitening,Negative
wouldn't recommend overpriced strong taste poor packaging harsh on gums bad smell harsh on gums ineffective caused irritation no whitening poor packaging harsh on gums #FluorideFree,Negative
strong taste ineffective bad smell wouldn't recommend overpriced strong taste poor packaging short effect poor packaging short effect poor packaging harmful to oral health harmful #EcoFriendly,Negative
not for daily use short effect harmful to oral health bad smell strong taste poor packaging caused irritation harsh on gums wouldn't recommend ineffective wouldn't #BestToothpaste,Negative
caused irritation ineffective poor packaging no whitening harsh on gingiva caused irritation short effect strong taste not for daily use not for daily use caused 🌟,Negative
Review text missing for entry 989 Review text missing for entry 989 Review text missing for entry 989 Review text missing for entry 989 Review #OralCare,Negative
caused irritation short effect wouldn't recommend not for daily use strong taste wouldn't recommend short effect strong taste caused irritation overpriced overpriced bad smell poor #FluorideFree,Negative
short effect overpriced bad smell ineffective harsh on gingiva short effect bad smell not for daily use no whitening no whitening harmful to oral health 🌟,Negative
wouldn't recommend harmful to oral health not for daily use caused irritation strong taste caused irritation not for daily use ineffective ineffective wouldn't recommend not #Smile,Negative
no whitening caused irritation not for daily use bad smell harmful to oral health not for daily use wouldn't recommend bad smell not for daily #BestToothpaste,Positive
short effect wouldn't recommend caused irritation harmful to oral health overpriced short effect wouldn't recommend harsh on gums harsh on gums overpriced no whitening no 🍃,Negative
